raceid,year,driverid,max_points
192,1998,56,3
583,1975,243,0
536,1978,235,0
482,1982,210,0
781,1957,609,0
761,1959,538,0
634,1971,289,0
649,1970,351,0
258,1994,50,0
755,1960,532,0
577,1975,243,0
546,1977,257,0
716,1964,360,13
162,2000,57,22
511,1980,217,0
313,1991,128,0
965,2016,821,0
313,1991,102,51
975,2017,807,18
26,2008,11,0
832,1951,708,0
360,1989,92,0
822,1952,513,0
294,1992,95,56
550,1977,187,3
823,1952,513,0
717,1964,403,1
319,1991,123,0
353,2010,24,21
802,1954,647,0
324,1990,118,0
1114,2023,840,47
927,2015,154,0
614,1973,329,0
1013,2019,840,4
588,1975,298,1
917,2014,20,159
733,1962,453,0
966,2016,815,85
495,1981,176,4
247,1995,65,22
564,1976,253,0
217,1997,76,0
879,2012,154,96
310,1991,77,10
780,1957,516,0
603,1974,231,11
706,1965,304,5
1122,2024,839,0
779,1957,618,0
234,1996,14,18
687,1967,278,20
679,1967,304,3
413,1986,112,0
632,1971,339,0
457,1983,193,2
822,1952,632,2
801,1954,592,0
398,1987,171,0
512,1979,178,0
777,1957,541,0
755,1960,522,0
1004,2018,825,53
31,2008,4,28
914,2014,818,21
1082,2022,1,77
499,1980,199,0
139,2002,44,3
940,2015,826,66
173,2000,35,15
497,1981,158,10
362,1989,114,0
173,2000,25,2
907,2014,820,0
246,1995,89,0
751,1960,538,0
344,2010,24,12
791,1956,475,27
5,2009,5,4
1093,2022,822,46
601,1974,221,11
824,1952,692,0
796,1955,658,0
486,1981,118,0
788,1956,577,4
645,1970,339,0
563,1976,230,0
726,1963,439,0
311,1991,142,0
151,2001,37,1
341,2010,67,0
587,1975,296,0
744,1961,436,0
23,2008,9,32
733,1962,364,9
514,1979,231,0
764,1959,509,6
342,2010,5,0
678,1968,381,0
316,1991,129,0
1027,2019,9,1
598,1974,310,0
576,1975,230,0
1101,2023,1,48
283,1993,77,10
541,1978,209,0
624,1972,207,3
619,1973,290,3
902,2014,826,3
467,1982,202,0
505,1980,137,31
707,1965,394,0
821,1952,612,0
663,1969,262,0
625,1972,207,3
285,1993,117,81
615,1973,336,0
254,1995,76,0
498,1980,221,0
1094,2022,830,416
25,2008,22,5
701,1965,347,0
594,1974,231,0
1105,2023,815,117
602,1974,307,0
412,1986,177,17
824,1952,737,0
100,2004,2,3
799,1954,625,2
672,1968,235,16
962,2016,826,25
864,2012,39,0
882,2013,154,11
380,1988,166,0
107,2004,11,34
717,1964,397,11
910,2014,815,29
802,1954,529,0
1073,2021,830,395.5
446,1984,175,10
747,1960,289,0
437,1984,173,4
480,1982,201,0
235,1996,63,5
835,1950,579,9
11,2009,4,16
642,1971,197,0
892,2013,814,36
749,1960,524,0
914,2014,1,266
316,1991,81,0
139,2002,8,20
540,1978,203,8
327,1990,99,0
815,1953,513,0
669,1968,373,9
182,1999,37,1
1023,2019,844,182
362,1989,105,6
346,2010,153,3
781,1957,506,0
50,2007,27,0
890,2013,1,124
405,1986,176,0
758,1959,529,3
586,1975,235,3
542,1978,203,17
915,2014,155,0
620,1972,333,0
495,1981,110,1
64,2006,14,10
726,1963,438,0
854,2011,1,168
556,1977,259,0
490,1981,192,0
642,1971,338,0
431,1985,102,23
317,1991,90,8
514,1979,137,0
1123,2024,1,8
717,1964,434,0
370,1989,109,0
749,1960,514,0
277,1993,119,5
92,2004,14,4
726,1963,408,9
446,1984,123,3
590,1974,224,0
797,1955,519,1
356,1989,133,0
803,1954,513,0
365,1989,140,2
775,1958,537,0
812,1953,670,4
74,2005,30,10
292,1992,119,18
121,2003,30,82
241,1995,57,3
670,1968,375,6
668,1968,312,4
1023,2019,20,169
813,1953,578,16
824,1952,513,0
359,1989,119,6
5,2009,12,0
650,1970,340,0
639,1971,339,0
998,2018,815,24
834,1950,687,0
321,1990,119,0
351,2010,812,0
814,1953,696,0
772,1958,555,0
772,1958,360,0
490,1981,220,0
767,1958,289,0
300,1992,119,44
423,1985,102,9
200,1998,57,66
39,2007,15,4
774,1958,509,2
1142,2024,861,5
762,1959,560,0
283,1993,91,2
645,1970,356,15
136,2002,63,2
481,1982,163,28
722,1963,341,7
114,2003,23,25
581,1975,293,0
725,1963,436,0
910,2014,825,37
1007,2018,4,50
694,1966,389,0
392,1987,138,3
246,1995,96,0
802,1954,509,0
514,1979,163,0
798,1955,649,0
718,1964,404,4
708,1965,410,0
705,1965,417,0
798,1955,656,0
774,1958,527,0
353,2010,10,0
437,1984,95,0
353,2010,1,210
411,1986,179,0
846,2011,814,2
796,1955,496,0
719,1963,289,9
521,1979,178,16
43,2007,18,1
213,1997,30,37
832,1951,747,0
685,1967,304,37
750,1960,341,0
1066,2021,4,58
550,1977,182,31
448,1984,181,0
604,1974,256,0
442,1984,177,11.5
853,2011,16,24
670,1968,306,3
843,2011,153,0
472,1982,187,17
1081,2022,817,15
578,1975,289,0
362,1989,139,0
570,1976,178,4
1001,2018,845,0
319,1991,119,52
443,1984,118,13
869,2012,818,4
274,1993,104,3
566,1976,253,0
406,1986,105,0
309,1991,99,0
790,1956,509,0
610,1973,232,6
774,1958,528,0
640,1971,262,0
806,1954,683,0
1034,2020,830,52
817,1952,669,0
783,1957,616,0
543,1977,224,3
321,1990,90,0
88,2005,18,36
628,1972,250,3
834,1950,666,0
555,1977,232,0
267,1994,30,76
760,1959,430,0
501,1980,203,0
25,2008,17,18
431,1985,172,10
143,2001,58,0
55,2006,30,11
695,1966,346,0
49,2007,29,0
651,1970,306,10
696,1966,386,2
953,2016,8,61
123,2003,43,10
713,1964,403,1
517,1979,197,7
821,1952,728,0
253,1995,30,82
589,1975,267,0
736,1962,347,3
168,2000,60,0
57,2006,33,0
807,1954,596,0
751,1960,524,0
606,1973,223,1
226,1996,63,3
94,2004,46,0
957,2016,815,47
828,1951,526,0
766,1958,586,0
936,2015,830,22
1091,2022,815,235
395,1987,145,0
357,1989,157,0
31,2008,17,20
915,2014,817,199
672,1968,312,4
559,1977,261,0
537,1978,212,1
636,1971,224,6
1120,2023,825,3
785,1956,581,3
573,1976,277,0
59,2006,36,0
1119,2023,815,273
1134,2024,817,12
729,1962,430,1
248,1995,94,0
106,2004,35,0
948,2016,154,8
300,1992,108,0
697,1966,356,39
888,2013,823,0
651,1970,346,0
581,1975,276,0
7,2009,6,0
705,1965,334,0
444,1984,105,9.5
774,1958,539,0
91,2004,30,20
704,1965,411,0
111,2003,22,14
827,1951,728,0
670,1968,293,0
334,1990,94,0
805,1954,633,2
752,1960,465,0
506,1980,173,6
303,1992,88,0
592,1974,250,3
598,1974,235,6
807,1954,669,3
169,2000,49,6
730,1962,459,0
488,1981,117,4
803,1954,678,0
955,2016,807,20
525,1979,237,0
649,1970,356,25
898,2013,8,183
649,1970,363,3
166,2000,35,8
182,1999,23,19
208,1997,57,7
592,1974,222,0
941,2015,833,0
447,1984,105,15.5
94,2004,22,32
437,1984,177,6
1012,2019,1,68
452,1983,119,0
272,1994,100,2
1019,2019,154,2
785,1956,427,0
638,1971,350,0
599,1974,230,0
30,2008,2,49
1131,2024,825,5
868,2012,1,92
637,1971,304,6
440,1984,182,18
732,1962,418,0
979,2017,838,1
214,1997,65,7
811,1953,696,0
832,1951,475,0
524,1979,177,0
1073,2021,20,43
403,1987,131,0
293,1992,128,0
114,2003,43,3
365,1989,95,34
570,1976,233,6
809,1953,699,0
997,2018,8,101
489,1981,173,7
697,1966,364,2
917,2014,16,0
65,2006,27,0
26,2008,14,6
1137,2024,817,12
1038,2020,154,0
627,1972,306,9
39,2007,18,0
458,1983,181,0
337,2010,20,12
807,1954,654,0
83,2005,24,1
1032,2020,830,15
1032,2020,846,26
626,1972,278,9
799,1954,672,0
479,1982,158,10
73,2005,11,0
401,1987,99,0
262,1994,103,0
777,1957,427,2
665,1969,372,0
1011,2019,841,0
699,1965,408,0
304,1992,104,1
678,1968,289,48
450,1984,179,0
384,1988,118,17
473,1982,136,0
409,1986,172,7
397,1987,122,1
995,2018,20,121
1084,2022,854,12
458,1983,188,1
820,1952,738,0
525,1979,176,0
680,1967,384,0
610,1973,222,0
144,2001,21,1
530,1978,175,1
1032,2020,841,2
336,1990,123,34
357,1989,131,0
168,2000,57,54
231,1996,79,0
73,2005,17,7
748,1960,524,0
29,2008,17,18
351,2010,10,0
397,1987,117,31
283,1993,123,0
781,1957,593,0
536,1978,244,0
530,1978,240,0
428,1985,112,0
488,1981,207,3
76,2005,23,17
669,1968,375,6
232,1996,77,10
467,1982,200,0
650,1970,352,0
349,2010,812,0
818,1952,725,0
1110,2023,815,189
787,1956,501,3
191,1998,44,0
432,1985,163,3
297,1992,30,29
835,1950,501,0
713,1964,370,0
1081,2022,815,129
469,1982,163,4
290,1992,127,0
334,1990,101,0
254,1995,88,1
804,1954,657,8
788,1956,578,4
800,1954,613,0
837,1950,774,0
248,1995,55,32
615,1973,199,8
982,2017,839,56
790,1956,525,0
115,2003,44,1
602,1974,310,0
980,2017,814,0
152,2001,59,0
501,1980,209,0
867,2012,819,0
564,1976,250,1
1061,2021,815,104
125,2002,2,2
60,2006,26,0
1123,2024,852,6
347,2010,22,29
971,2017,807,2
29,2008,20,9
615,1973,307,0
168,2000,22,46
393,1987,119,0
683,1967,360,3
819,1952,627,0
62,2006,11,0
812,1953,615,1.5
1127,2024,852,15
693,1966,289,8
451,1984,137,29
350,2010,16,45
661,1969,351,0
540,1978,240,0
1140,2024,822,0
1026,2019,848,64
456,1983,197,0
1139,2024,839,5
816,1953,578,19
802,1954,559,0
326,1990,151,0
318,1991,78,0
805,1954,518,1.5
498,1980,187,0
403,1987,99,0
1067,2021,20,35
1092,2022,849,2
1052,2021,817,6
520,1979,199,20
793,1955,641,0
83,2005,35,6
813,1953,632,0
35,2008,2,60
747,1960,504,0
604,1974,243,0
988,2017,1,363
543,1977,222,9
759,1959,565,0
586,1975,282,0
541,1978,177,0
573,1976,285,0
688,1967,371,0
882,2013,821,0
99,2004,15,46
600,1974,187,1
460,1983,177,25
952,2016,837,0
853,2011,18,167
1086,2022,832,156
1063,2021,849,7
642,1971,317,9
82,2005,21,30
764,1959,502,0
478,1982,90,0
108,2003,49,3
774,1958,582,0
629,1972,337,0
686,1967,289,9
729,1962,401,6
165,2000,37,1
545,1977,223,1
862,2012,818,4
1007,2018,807,69
760,1959,535,0
332,1990,147,0
1117,2023,855,6
847,2011,2,29
631,1972,327,15
151,2001,4,0
539,1978,182,35
295,1992,94,2
891,2013,4,151
996,2018,844,11
445,1984,95,6
493,1981,172,34
810,1953,556,0
142,2001,8,1
707,1965,423,0
832,1951,534,0
813,1953,559,0
296,1992,110,4
519,1979,137,0
1079,2022,844,104
214,1997,35,33
763,1959,522,0
838,1950,741,1
836,1950,732,0
174,2000,41,3
995,2018,840,4
573,1976,172,20
1061,2021,854,0
1025,2019,848,52
733,1962,427,0
499,1980,207,0
752,1960,360,27
1062,2021,849,6
628,1972,182,0
76,2005,24,1
608,1973,332,5
385,1988,123,21
429,1985,117,50
402,1987,156,4
857,2011,153,26
690,1966,341,0
785,1956,607,0
274,1993,112,0
976,2017,1,139
948,2016,20,15
188,1999,70,0
338,2010,5,0
411,1986,170,2
677,1968,364,3
673,1968,293,0
1009,2018,815,62
654,1970,320,1
805,1954,597,0
433,1985,137,21
320,1991,100,0
294,1992,109,0
682,1967,340,6
301,1992,99,0
982,2017,807,34
266,1994,94,4
112,2003,42,0
172,2000,25,2
109,2003,15,8
1121,2024,1,6
351,2010,20,181
145,2001,60,0
824,1952,720,0
819,1952,642,6
551,1977,229,0
816,1953,657,9
716,1964,428,0
670,1968,359,0
1077,2022,842,6
906,2014,155,0
798,1955,597,0
489,1981,119,10
237,1996,56,9
564,1976,239,0
1053,2021,846,27
806,1954,496,0
1129,2024,844,138
755,1960,353,0
823,1952,752,0
636,1971,304,6
559,1977,265,0
149,2001,37,1
353,2010,155,31
469,1982,202,1
811,1953,659,0
616,1973,243,0
715,1964,404,2
427,1985,184,0
1132,2024,855,0
59,2006,22,13
568,1976,282,0
331,1990,109,0
915,2014,828,0
351,2010,1,182
273,1993,102,6
10,2009,10,16
831,1951,700,0
89,2005,31,60
653,1970,280,8
652,1970,327,1
331,1990,152,0
812,1953,669,0
749,1960,483,0
827,1951,699,0
357,1989,163,0
811,1953,677,0
873,2012,13,51
167,2000,63,4
683,1967,387,2
886,2013,20,132
361,1989,156,1
294,1992,129,0
181,1999,22,10
1101,2023,857,4
227,1996,69,0
541,1978,163,0
450,1984,112,0
1040,2020,815,56
1108,2023,856,0
878,2012,817,10
674,1968,378,0
960,2016,821,0
768,1958,588,0
749,1960,289,4
652,1970,262,2
160,2000,57,6
654,1970,341,3
550,1977,259,0
181,1999,69,0
1100,2023,842,4
768,1958,590,0
263,1994,50,0
338,2010,811,0
60,2006,11,0
1096,2022,807,0
838,1950,647,8
455,1983,182,10
998,2018,20,171
977,2017,839,39
662,1969,262,0
806,1954,674,0
94,2004,14,4
443,1984,119,3
811,1953,475,0
387,1988,112,0
7,2009,9,2
110,2003,18,2
757,1959,513,0
674,1968,361,1
797,1955,558,0
614,1973,235,8
661,1969,362,0
1113,2023,830,374
871,2012,10,0
573,1976,239,0
613,1973,309,20
907,2014,154,8
748,1960,532,0
163,2000,57,28
169,2000,54,0
726,1963,450,0
569,1976,233,6
742,1961,347,2
392,1987,122,1
783,1957,498,1
813,1953,666,0
1067,2021,847,16
525,1979,219,9
571,1976,199,3
367,1989,158,6
199,1998,14,30
981,2017,18,0
1037,2020,849,0
538,1978,203,7
508,1980,172,32
428,1985,110,3
63,2006,37,2
790,1956,577,4
110,2003,2,1
772,1958,594,0
280,1993,121,3
820,1952,475,0
559,1977,257,0
254,1995,65,41
629,1972,250,3
514,1979,200,0
365,1989,88,0
744,1961,485,0
752,1960,508,0
551,1977,258,0
412,1986,118,0
150,2001,18,0
500,1980,225,0
21,2008,2,16
885,2013,820,0
880,2013,807,0
233,1996,56,9
335,1990,127,1
971,2017,1,61
1116,2023,825,3
803,1954,509,0
315,1991,30,0
708,1965,346,5
795,1955,632,3
318,1991,77,31
652,1970,293,0
883,2013,807,5
813,1953,673,0
665,1969,368,0
201,1998,64,1
729,1962,427,0
66,2006,36,0
271,1994,108,0
928,2015,154,6
745,1961,486,0
462,1983,186,0
627,1972,182,0
415,1986,180,0
824,1952,611,4
1054,2021,822,32
332,1990,138,2
810,1953,797,0
447,1984,181,0
396,1987,137,48
174,2000,21,18
996,2018,843,1
759,1959,360,4
607,1973,334,0
292,1992,104,0
764,1959,562,0
720,1963,437,0
797,1955,660,0
877,2012,1,165
530,1978,197,0
392,1987,158,4
19,2008,4,6
775,1958,588,0
749,1960,538,0
562,1976,199,0
1003,2018,832,38
839,1950,518,0
648,1970,345,10
603,1974,182,38
371,1989,118,7
4,2009,3,3.5
1142,2024,822,0
444,1984,119,3
807,1954,528,0
803,1954,673,2
707,1965,356,9
755,1960,386,8
244,1995,30,34
200,1998,25,17
766,1958,587,0
803,1954,656,0
257,1994,92,0
647,1970,321,0
800,1954,673,2
733,1962,455,0
800,1954,658,5
113,2003,30,38
763,1959,441,0
510,1980,206,6
690,1966,396,3
853,2011,37,0
937,2015,833,0
905,2014,13,18
676,1968,374,0
836,1950,747,0
581,1975,221,11
774,1958,525,8
610,1973,224,41
674,1968,359,0
990,2018,828,2
157,2001,4,0
807,1954,581,0
367,1989,122,0
345,2010,37,0
530,1978,212,0
733,1962,459,0
383,1988,166,0
256,1995,79,0
203,1998,22,4
292,1992,128,0
286,1993,91,7
599,1974,223,35
133,2002,8,11
879,2012,8,207
510,1980,187,6
540,1978,219,0
725,1963,439,0
938,2015,831,16
719,1963,440,0
551,1977,197,1
442,1984,175,8
482,1982,110,5
30,2008,14,6
595,1974,289,0
677,1968,341,12
1076,2022,849,0
261,1994,100,1
56,2006,33,0
253,1995,88,1
16,2009,6,0
129,2002,56,3
811,1953,664,0
394,1987,163,1
470,1982,172,0
514,1979,221,9
603,1974,233,5
418,1986,137,63
815,1953,427,2
815,1953,698,0
557,1977,224,11
441,1984,95,4
790,1956,596,0
1135,2024,846,225
755,1960,479,7
354,2010,18,199
471,1982,176,0
326,1990,92,0
989,2018,830,8
683,1967,293,0
985,2017,1,331
753,1960,494,0
804,1954,518,1.5
828,1951,615,0
314,1991,119,32
69,2006,14,14
104,2004,31,42
934,2015,828,5
821,1952,657,1
755,1960,504,0
1140,2024,844,291
1000,2018,20,189
930,2015,833,0
182,1999,63,0
471,1982,206,0
1112,2023,817,0
252,1995,85,0
5,2009,16,0
330,1990,77,29
789,1956,528,4
783,1957,512,0
486,1981,218,0
185,1999,25,3
868,2012,819,0
748,1960,518,0
14,2009,4,26
913,2014,822,122
708,1965,278,0
511,1980,110,0
101,2004,18,61
321,1990,140,0
775,1958,582,0
585,1975,302,0
615,1973,306,4
676,1968,377,0
437,1984,181,0
182,1999,25,1
506,1980,212,0
380,1988,137,15
214,1997,81,0
941,2015,4,11
700,1965,304,0
197,1998,56,19
446,1984,184,0
1006,2018,838,8
317,1991,142,0
472,1982,207,0
805,1954,559,0
547,1977,260,0
252,1995,77,28
654,1970,328,25
28,2008,19,0
684,1967,306,0
368,1989,102,51
493,1981,118,0
641,1971,354,0
958,2016,826,23
906,2014,820,0
811,1953,559,0
645,1970,340,0
1,2009,4,4
476,1982,195,0
836,1950,627,6
807,1954,677,0
448,1984,118,23
506,1980,172,25
723,1963,305,0
393,1987,123,2
832,1951,723,0
212,1997,50,0
114,2003,21,10
359,1989,77,0
367,1989,163,2
798,1955,633,2
70,2006,15,15
1062,2021,817,50
837,1950,792,0
931,2015,3,116
122,2003,30,92
802,1954,513,0
357,1989,140,0
791,1956,547,2
2,2009,8,0
338,2010,30,9
989,2018,828,0
418,1986,177,22
220,1997,22,6
655,1970,224,12
96,2004,4,25
271,1994,100,2
550,1977,199,27
272,1994,71,91
778,1957,541,0
572,1976,222,40
814,1953,658,2
873,2012,815,66
263,1994,78,6
103,2004,42,4
736,1962,466,0
123,2003,23,58
1118,2023,842,62
775,1958,510,0
697,1966,375,9
102,2004,42,4
838,1950,729,0
569,1976,277,0
387,1988,160,0
329,1990,117,44
836,1950,788,0
761,1959,404,3
197,1998,44,0
190,1999,15,7
878,2012,3,93
770,1958,501,10
596,1974,310,0
293,1992,119,24
182,1999,64,2
894,2013,822,0
618,1973,292,0
324,1990,109,0
307,1991,139,0
113,2003,2,1
766,1958,590,0
720,1963,360,10
257,1994,30,10
462,1983,110,6
611,1973,307,0
431,1985,166,0
752,1960,507,0
155,2001,61,0
243,1995,85,0
623,1972,314,2
773,1958,418,0
98,2004,14,9
779,1957,608,0
246,1995,79,0
549,1977,224,8
953,2016,13,37
355,2010,812,0
754,1960,476,10
361,1989,117,29
85,2005,21,41
131,2002,8,7
742,1961,483,0
100,2004,8,18
22,2008,15,9
509,1980,199,37
511,1980,178,67
449,1984,170,9
127,2002,35,0
760,1959,571,0
28,2008,11,0
158,2000,22,6
747,1960,506,0
569,1976,172,10
474,1982,201,0
744,1961,347,2
718,1964,278,2
498,1980,203,0
1105,2023,857,5
95,2004,4,21
48,2007,15,7
915,2014,20,143
578,1975,250,12
190,1999,49,54
742,1961,484,0
491,1981,175,1
3,2009,1,4
816,1953,693,0
771,1958,584,0
276,1993,71,12
354,2010,153,3
439,1984,123,3
385,1988,160,0
770,1958,509,2
446,1984,137,18
71,2005,35,0
482,1982,95,7
712,1964,397,11
259,1994,103,0
561,1976,270,0
218,1997,58,0
768,1958,516,0
722,1963,360,10
336,1990,147,0
38,2007,19,0
419,1986,166,3
909,2014,828,0
538,1978,239,0
704,1965,293,0
456,1983,118,0
373,1988,166,0
579,1975,172,0
58,2006,21,24
694,1966,289,14
531,1978,223,2
379,1988,117,54
851,2011,5,0
325,1990,119,9
977,2017,835,0
599,1974,200,0
783,1957,506,0
435,1985,175,11
716,1964,374,1
568,1976,276,0
353,2010,2,6
867,2012,37,0
106,2004,41,0
827,1951,611,0
836,1950,427,0
44,2007,22,0
546,1977,223,1
600,1974,221,11
269,1994,111,0
48,2007,25,13
352,2010,807,17
821,1952,427,2
848,2011,24,0
240,1995,88,0
162,2000,18,3
416,1986,172,14
684,1967,356,19
788,1956,579,14.5
810,1953,456,0
531,1978,224,6
473,1982,137,2
966,2016,821,0
549,1977,221,7
684,1967,374,3
788,1956,537,2
782,1957,427,5
741,1961,480,0
467,1982,170,0
567,1976,258,0
1111,2023,815,201
476,1982,172,1
66,2006,3,4
762,1959,570,0
548,1977,231,9
678,1968,262,6
981,2017,807,34
622,1972,243,0
574,1976,230,1
829,1951,687,0
588,1975,301,0
359,1989,158,0
249,1995,96,2
686,1967,356,34
659,1969,278,4
734,1962,454,4
727,1963,444,0
735,1962,403,14
611,1973,332,5
977,2017,825,11
645,1970,293,0
319,1991,70,0
361,1989,114,0
109,2003,30,8
195,1998,57,36
775,1958,547,0
259,1994,100,1
448,1984,95,13
13,2009,3,30.5
798,1955,547,0
791,1956,482,2
302,1992,125,0
346,2010,13,67
263,1994,65,0
820,1952,730,0
230,1996,63,5
163,2000,2,0
974,2017,839,19
389,1987,169,0
785,1956,475,8
537,1978,163,0
615,1973,200,0
810,1953,559,0
642,1971,238,33
940,2015,8,119
1142,2024,848,12
823,1952,759,0
513,1979,233,0
162,2000,65,0
740,1961,430,0
419,1986,122,0
468,1982,118,0
567,1976,187,6
594,1974,306,10
252,1995,63,2
116,2003,42,0
864,2012,8,49
656,1969,356,0
442,1984,156,0
802,1954,556,0
720,1963,356,0
1030,2019,842,95
1133,2024,4,45
590,1974,305,3
1067,2021,4,58
1040,2020,840,57
460,1983,195,0
367,1989,102,51
84,2005,37,4
928,2015,825,0
825,1951,723,0
787,1956,513,0
1134,2024,848,4
837,1950,660,0
794,1955,615,0
333,1990,145,17
43,2007,8,42
249,1995,95,0
68,2006,11,0
490,1981,215,0
759,1959,501,0
242,1995,69,0
950,2016,822,7
643,1970,293,0
518,1979,224,1
46,2007,25,13
201,1998,57,76
138,2002,23,42
738,1961,373,0
424,1985,173,22
498,1980,197,0
957,2016,20,98
982,2017,822,212
803,1954,633,2
782,1957,525,4
174,2000,18,12
843,2011,1,47
781,1957,541,0
14,2009,17,51.5
934,2015,813,12
824,1952,612,0
756,1959,376,0
771,1958,578,30
801,1954,498,6.5
706,1965,334,0
400,1987,133,0
670,1968,364,0
580,1975,187,0
851,2011,22,4
858,2011,808,36
358,1989,65,3
280,1993,65,6
914,2014,155,0
250,1995,92,0
14,2009,9,9
103,2004,10,2
748,1960,527,0
355,2010,5,0
830,1951,611,0
758,1959,527,0
948,2016,807,6
1053,2021,854,0
71,2005,14,5
771,1958,579,7
483,1981,119,0
50,2007,25,13
1015,2019,844,57
804,1954,681,0
807,1954,682,0
495,1981,175,1
866,2012,8,55
791,1956,529,0
477,1982,136,0
426,1985,123,6
887,2013,818,13
854,2011,811,2
265,1994,91,4
927,2015,831,10
688,1967,394,0
393,1987,77,9
814,1953,660,0
709,1964,305,1
694,1966,360,1
890,2013,20,172
301,1992,71,0
808,1953,579,0
324,1990,129,0
724,1963,439,0
616,1973,238,34
852,2011,39,0
823,1952,722,0
985,2017,838,13
1062,2021,830,187
604,1974,314,0
897,2013,3,159
128,2002,62,0
781,1957,601,0
814,1953,679,0
485,1981,192,0
693,1966,397,0
503,1980,207,0
987,2017,830,158
695,1966,364,2
755,1960,547,0
826,1951,629,0
954,2016,8,69
542,1978,182,44
278,1993,71,18
380,1988,163,0
613,1973,328,42
634,1971,306,1
573,1976,250,7
329,1990,137,18
855,2011,813,1
570,1976,232,0
755,1960,544,0
1034,2020,842,12
271,1994,83,0
419,1986,145,0
676,1968,333,0
535,1978,200,0
264,1994,56,1
953,2016,822,29
631,1972,296,0
754,1960,491,0
189,1999,64,3
593,1974,238,1
831,1951,733,0
727,1963,432,0
901,2014,154,0
811,1953,555,1.5
329,1990,77,29
892,2013,16,25
236,1996,22,12
480,1982,204,0
829,1951,764,0
448,1984,119,3
107,2004,21,22
914,2014,821,0
353,2010,37,6
1143,2024,807,37
823,1952,669,0
400,1987,78,0
179,1999,22,6
172,2000,35,14
722,1963,401,1
480,1982,181,2
900,2014,815,1
358,1989,146,0
121,2003,51,0
481,1982,192,1
755,1960,540,0
254,1995,95,0
1010,2019,807,6
813,1953,663,0
410,1986,123,0
507,1980,95,0
730,1962,341,3
491,1981,172,21
238,1996,56,11
321,1990,137,3
505,1980,173,6
814,1953,496,0
603,1974,275,0
362,1989,77,0
997,2018,20,146
93,2004,22,24
805,1954,632,0
574,1976,235,0
259,1994,22,7
215,1997,75,1
432,1985,84,0
814,1953,710,0
408,1986,172,7
1144,2024,857,292
815,1953,651,0
267,1994,108,0
681,1967,347,0
713,1964,383,1
872,2012,3,83
604,1974,235,12
754,1960,437,0
1118,2023,839,46
7,2009,20,29
275,1993,71,12
612,1973,331,0
790,1956,612,0
438,1984,110,2
206,1998,57,100
550,1977,237,0
174,2000,25,2
494,1981,194,1
366,1989,99,1
939,2015,826,66
745,1961,427,0
512,1979,197,0
780,1957,618,0
1010,2019,844,10
268,1994,57,18
259,1994,77,6
785,1956,496,0
838,1950,731,0
87,2005,24,1
1005,2018,840,6
854,2011,815,9
33,2008,17,21
113,2003,52,1
710,1964,401,0
975,2017,835,0
68,2006,34,0
1126,2024,815,103
400,1987,119,2
798,1955,532,0
573,1976,282,0
277,1993,70,1
823,1952,427,2
383,1988,99,0
896,2013,3,144
745,1961,459,0
369,1989,131,4
798,1955,628,8
436,1984,188,0
812,1953,612,0
271,1994,57,26
775,1958,477,3
369,1989,122,0
798,1955,662,0
264,1994,103,0
367,1989,78,0
194,1998,35,5
761,1959,541,0
139,2002,30,134
874,2012,8,157
702,1965,364,0
208,1997,44,6
807,1954,694,0
790,1956,541,0
707,1965,386,2
223,1997,78,1
194,1998,15,0
75,2005,14,10
819,1952,703,0
615,1973,259,0
270,1994,70,0
395,1987,95,30
769,1958,598,0
1095,2022,840,14
570,1976,231,38
480,1982,176,3
547,1977,255,4
764,1959,533,0
859,2011,16,42
796,1955,563,0
762,1959,565,0
824,1952,675,0
206,1998,63,3
758,1959,479,6
206,1998,50,0
321,1990,150,0
551,1977,237,0
771,1958,585,0
330,1990,146,0
814,1953,427,2
650,1970,328,19
307,1991,131,3
727,1963,451,0
652,1970,238,0
33,2008,19,0
437,1984,188,0
336,1990,139,0
190,1999,48,1
779,1957,475,1
743,1961,428,0
431,1985,178,0
754,1960,527,0
599,1974,312,0
757,1959,477,0
530,1978,242,0
292,1992,102,4
